epoch,auc_2,binary_accuracy,f1,f1_macro,f1_micro,f1_weighted,learning_rate,loss,precision_2,recall_2,val_auc_2,val_binary_accuracy,val_f1,val_f1_macro,val_f1_micro,val_f1_weighted,val_loss,val_precision_2,val_recall_2
44,0.9972785115242004,0.9780868291854858,0.9766396284103394,0.9766396284103394,0.9766396284103394,0.9766396284103394,7.350918895099312e-05,0.07911648601293564,0.9766396880149841,0.9766396880149841,0.9993801712989807,0.9862475395202637,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.0603293776512146,0.9715447425842285,1.0
45,0.9973263144493103,0.9776654243469238,0.9761368632316589,0.9761368632316589,0.9761368632316589,0.9761368632316589,7.350918895099312e-05,0.08213721960783005,0.9783393740653992,0.9739443063735962,0.9990159273147583,0.968565821647644,0.9676112532615662,0.9676112532615662,0.9676112532615662,0.9676112532615662,0.09387907385826111,0.9372549057006836,1.0
46,0.9967923164367676,0.9789296388626099,0.9774977564811707,0.9774977564811707,0.9774977564811707,0.9774977564811707,7.350918895099312e-05,0.08081106096506119,0.9792606234550476,0.9757412672042847,0.9994809627532959,0.9724950790405273,0.9715446829795837,0.9715446829795837,0.9715446829795837,0.9715446829795837,0.089950330555439,0.9446640610694885,1.0
47,0.9974408745765686,0.983565092086792,0.9824876189231873,0.9824876189231873,0.9824876189231873,0.9824876189231873,7.350918895099312e-05,0.07814431935548782,0.9820466637611389,0.982928991317749,0.9996358752250671,0.9862475395202637,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.05648539960384369,0.9715447425842285,1.0
48,0.9978854060173035,0.981879472732544,0.9806392788887024,0.9806392788887024,0.9806392788887024,0.9806392788887024,7.350918895099312e-05,0.07445104420185089,0.9828519821166992,0.9784366488456726,0.9994189143180847,0.9862475395202637,0.9855071902275085,0.9855071902275085,0.9855071902275085,0.9855071902275085,0.0597073957324028,0.9754098653793335,0.9958158731460571
49,0.996711254119873,0.9789296388626099,0.9775984883308411,0.9775984883308411,0.9775984883308411,0.9775984883308411,7.350918895099312e-05,0.07906050235033035,0.9749776721000671,0.9802336096763611,0.9993489980697632,0.9823182821273804,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.06203247979283333,0.9637096524238586,1.0
50,0.9982715249061584,0.984407901763916,0.9833107590675354,0.9833107590675354,0.9833107590675354,0.9833107590675354,7.350918895099312e-05,0.06952288746833801,0.9873188138008118,0.9793351292610168,0.999535083770752,0.9882121682167053,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.05558759719133377,0.9755101799964905,1.0
51,0.9978233575820923,0.9780868291854858,0.9765976071357727,0.9765976071357727,0.9765976071357727,0.9765976071357727,7.350918895099312e-05,0.07406847923994064,0.9783588647842407,0.9748427867889404,0.9992483854293823,0.9803536534309387,0.979508101940155,0.979508101940155,0.979508101940155,0.979508101940155,0.06872349232435226,0.9598393440246582,1.0
52,0.9964959025382996,0.974715530872345,0.97299724817276,0.97299724817276,0.97299724817276,0.97299724817276,7.350918895099312e-05,0.08421789854764938,0.9747520089149475,0.9712488651275635,0.9993336796760559,0.984282910823822,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.056695789098739624,0.9676113128662109,1.0
53,0.9982786774635315,0.982300877571106,0.9811320304870605,0.9811320304870605,0.9811320304870605,0.9811320304870605,7.350918895099312e-05,0.06962000578641891,0.9811320900917053,0.9811320900917053,0.9995428919792175,0.9921414256095886,0.9917011857032776,0.9917011857032776,0.9917011857032776,0.9917011857032776,0.05269397050142288,0.9835391044616699,1.0
54,0.9974122643470764,0.9772440195083618,0.9756755828857422,0.9756755828857422,0.9756755828857422,0.9756755828857422,7.350918895099312e-05,0.07746382057666779,0.9783197641372681,0.973045825958252,0.9996746182441711,0.9862475395202637,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.05310303717851639,0.9715447425842285,1.0
55,0.9971787333488464,0.9806152582168579,0.9793721437454224,0.9793721437454224,0.9793721437454224,0.9793721437454224,7.350918895099312e-05,0.07158973813056946,0.9776186347007751,0.9811320900917053,0.9996979236602783,0.990176796913147,0.9896049499511719,0.9896049499511719,0.9896049499511719,0.9896049499511719,0.05037355422973633,0.9834710955619812,0.9958158731460571
56,0.9972173571586609,0.9776654243469238,0.9761152863502502,0.9761152863502502,0.9761152863502502,0.9761152863502502,7.350918895099312e-05,0.07576382160186768,0.9792043566703796,0.973045825958252,0.9995661377906799,0.990176796913147,0.9896480441093445,0.9896480441093445,0.9896480441093445,0.9896480441093445,0.04625025391578674,0.9795082211494446,1.0
57,0.9979727268218994,0.9810366630554199,0.97979336977005,0.97979336977005,0.97979336977005,0.97979336977005,7.350918895099312e-05,0.07089560478925705,0.979353666305542,0.9802336096763611,0.9993103742599487,0.9783890247344971,0.9775050282478333,0.9775050282478333,0.9775050282478333,0.9775050282478333,0.06717529147863388,0.9559999704360962,1.0
58,0.9978250861167908,0.981879472732544,0.9806567430496216,0.9806567430496216,0.9806567430496216,0.9806567430496216,7.350918895099312e-05,0.06966331601142883,0.9819819927215576,0.9793351292610168,0.9996745586395264,0.9862475395202637,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.05147818103432655,0.9715447425842285,1.0
59,0.996913731098175,0.9776654243469238,0.9762223958969116,0.9762223958969116,0.9762223958969116,0.9762223958969116,7.350918895099312e-05,0.08002904802560806,0.9749103784561157,0.9775381684303284,0.9996901154518127,0.9803536534309387,0.979508101940155,0.979508101940155,0.979508101940155,0.979508101940155,0.06156948208808899,0.9598393440246582,1.0
60,0.998084306716919,0.9814580678939819,0.9802157282829285,0.9802157282829285,0.9802157282829285,0.9802157282829285,6.983373168623075e-05,0.06805479526519775,0.9810981154441833,0.9793351292610168,0.9994266629219055,0.984282910823822,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.05895300582051277,0.9676113128662109,1.0
61,0.9976290464401245,0.98314368724823,0.9820626974105835,0.9820626974105835,0.9820626974105835,0.9820626974105835,6.983373168623075e-05,0.06651187688112259,0.9803043603897095,0.9838274717330933,0.9994576573371887,0.984282910823822,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.05137844756245613,0.9676113128662109,1.0
62,0.9976179003715515,0.984407901763916,0.983415424823761,0.983415424823761,0.983415424823761,0.983415424823761,6.983373168623075e-05,0.06520184129476547,0.9812164306640625,0.9856244325637817,0.999573826789856,0.9882121682167053,0.987551748752594,0.987551748752594,0.987551748752594,0.987551748752594,0.046791478991508484,0.9794238805770874,0.9958158731460571
63,0.9966407418251038,0.976401150226593,0.9747520089149475,0.9747520089149475,0.9747520089149475,0.9747520089149475,6.634204328292981e-05,0.07409322261810303,0.9782805442810059,0.9712488651275635,0.9997211694717407,0.9882121682167053,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.04728936776518822,0.9755101799964905,1.0
64,0.9977620840072632,0.9801938533782959,0.9788573384284973,0.9788573384284973,0.9788573384284973,0.9788573384284973,6.634204328292981e-05,0.06709831207990646,0.9801802039146423,0.9775381684303284,0.9995970726013184,0.9783890247344971,0.9775050282478333,0.9775050282478333,0.9775050282478333,0.9775050282478333,0.0602785088121891,0.9559999704360962,1.0
65,0.9982177019119263,0.9873577952384949,0.9865710139274597,0.9865710139274597,0.9865710139274597,0.9865710139274597,6.634204328292981e-05,0.05797193944454193,0.9830508232116699,0.9901167750358582,0.9997520446777344,0.9862475395202637,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.04248199611902237,0.9715447425842285,1.0
66,0.9981417655944824,0.98314368724823,0.9819818735122681,0.9819818735122681,0.9819818735122681,0.9819818735122681,6.634204328292981e-05,0.06603997945785522,0.9846431612968445,0.9793351292610168,0.999728798866272,0.9882121682167053,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.04619554802775383,0.9755101799964905,1.0
67,0.9976479411125183,0.9797724485397339,0.978397786617279,0.978397786617279,0.978397786617279,0.978397786617279,6.634204328292981e-05,0.06741047650575638,0.9801623225212097,0.9766396880149841,0.9998295307159424,0.9803536534309387,0.979508101940155,0.979508101940155,0.979508101940155,0.979508101940155,0.054912079125642776,0.9598393440246582,1.0
68,0.998230516910553,0.9789296388626099,0.9775381088256836,0.9775381088256836,0.9775381088256836,0.9775381088256836,6.634204328292981e-05,0.06565100699663162,0.9775381684303284,0.9775381684303284,0.9997985363006592,0.9783890247344971,0.9775050282478333,0.9775050282478333,0.9775050282478333,0.9775050282478333,0.050379786640405655,0.9559999704360962,1.0
69,0.9972375631332397,0.9797724485397339,0.978397786617279,0.978397786617279,0.978397786617279,0.978397786617279,6.30249414825812e-05,0.0658736526966095,0.9801623225212097,0.9766396880149841,0.9997830390930176,0.9882121682167053,0.9873949289321899,0.9873949289321899,0.9873949289321899,0.9873949289321899,0.04920552298426628,0.9915611743927002,0.9832636117935181
70,0.9980515241622925,0.9793510437011719,0.9779179692268372,0.9779179692268372,0.9779179692268372,0.9779179692268372,6.30249414825812e-05,0.06785130500793457,0.9810126423835754,0.9748427867889404,0.999845027923584,0.9921414256095886,0.9917011857032776,0.9917011857032776,0.9917011857032776,0.9917011857032776,0.046681959182024,0.9835391044616699,1.0
71,0.9982789158821106,0.984829306602478,0.9837983250617981,0.9837983250617981,0.9837983250617981,0.9837983250617981,6.30249414825812e-05,0.05885431170463562,0.9855725765228271,0.9820305705070496,0.9995894432067871,0.984282910823822,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.053724680095911026,0.9676113128662109,1.0
72,0.9974457621574402,0.984407901763916,0.9833557605743408,0.9833557605743408,0.9833557605743408,0.9833557605743408,5.98736951360479e-05,0.06516547501087189,0.9846847057342529,0.9820305705070496,0.9996823668479919,0.9882121682167053,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.04540468752384186,0.9755101799964905,1.0
73,0.9991938471794128,0.984829306602478,0.983899712562561,0.983899712562561,0.983899712562561,0.983899712562561,5.98736951360479e-05,0.05490864813327789,0.9795191287994385,0.9883198738098145,0.9996281266212463,0.984282910823822,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.051838234066963196,0.9676113128662109,1.0
74,0.9981189966201782,0.9814580678939819,0.9802513122558594,0.9802513122558594,0.9802513122558594,0.9802513122558594,5.98736951360479e-05,0.06459052115678787,0.9793722033500671,0.9811320900917053,0.9997133016586304,0.9823182821273804,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.05754615738987923,0.9637096524238586,1.0
75,0.9980109333992004,0.9801938533782959,0.9788953065872192,0.9788953065872192,0.9788953065872192,0.9788953065872192,5.688000965164974e-05,0.06278527528047562,0.9784560203552246,0.9793351292610168,0.9996745586395264,0.9803536534309387,0.979508101940155,0.979508101940155,0.979508101940155,0.979508101940155,0.060672350227832794,0.9598393440246582,1.0
76,0.9990027546882629,0.9882006049156189,0.9873986840248108,0.9873986840248108,0.9873986840248108,0.9873986840248108,5.688000965164974e-05,0.05347466096282005,0.9891794323921204,0.9856244325637817,0.9996978640556335,0.984282910823822,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.04251131787896156,0.9676113128662109,1.0
77,0.9990102052688599,0.983986496925354,0.9829595685005188,0.9829595685005188,0.9829595685005188,0.9829595685005188,5.688000965164974e-05,0.05380934104323387,0.9811996221542358,0.9847259521484375,0.9997442364692688,0.9823182821273804,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.04692734777927399,0.9637096524238586,1.0
78,0.9971508979797363,0.982300877571106,0.9811827540397644,0.9811827540397644,0.9811827540397644,0.9811827540397644,5.4036008805269375e-05,0.06346378475427628,0.9785522818565369,0.9838274717330933,0.9998062252998352,0.9764243364334106,0.9755101203918457,0.9755101203918457,0.9755101203918457,0.9755101203918457,0.06397247314453125,0.9521912336349487,1.0
79,0.9974482655525208,0.9806152582168579,0.9793536067008972,0.9793536067008972,0.9793536067008972,0.9793536067008972,5.4036008805269375e-05,0.0643567144870758,0.9784753322601318,0.9802336096763611,0.9997054934501648,0.9823182821273804,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.05249464139342308,0.9637096524238586,1.0
80,0.9978411793708801,0.983986496925354,0.9829289317131042,0.9829289317131042,0.9829289317131042,0.9829289317131042,5.4036008805269375e-05,0.060448527336120605,0.982928991317749,0.982928991317749,0.9996901154518127,0.990176796913147,0.9896049499511719,0.9896049499511719,0.9896049499511719,0.9896049499511719,0.04109247773885727,0.9834710955619812,0.9958158731460571
